author,antibiotic_category,year,num_resistant,num_total,troy_pooled_prev,logit_event_rate,std_err,variance,inverse_N,major_source,tri_source,natl_income,tri_income,country,antibioic_abb,antibiotic,sub_clinical,sub_WW2,sub_WW3,sub_seafood,sub_aquaculture,sub_DW,sub_SW,sub_agr,agr_farm,A_Wa2000,A_Wa2015,A_Wa_ratio,DID2000,EPI,HLT,AIR,H2O,HMT,WMG,BDH,ECS,FSH,CCH,APE,WRS,WWT
Guerra et al. 2007,3rd gen,,5,27,0.1852,-1.481604541,0.495433694,0.245454545,0.037037037,Clinical,Clinical,3,50-75,Brazil,3rd CEF,Cefotaxime,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Guerra et al. 2007,carbapenem,,21,27,0.7778,1.252762968,0.46291005,0.214285714,0.037037037,Clinical,Clinical,3,50-75,Brazil,CARB,Imipenem,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Guerra et al. 2007,Chloramphenicol,2007,4,27,0.1481,-1.749199855,0.541736339,0.293478261,0.037037037,Clinical,Clinical,3,50-75,Brazil,CHL,Chloramphenicol,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Guerra et al. 2007,Ciprofloxacin,2007,0,27,0.0179,-4.007333185,1.427012136,2.036363636,0.037037037,Clinical,Clinical,3,50-75,Brazil,CIP,Ciprofloxacin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Guerra et al. 2007,Gentamicin,,4,27,0.1481,-1.749199855,0.541736339,0.293478261,0.037037037,Clinical,Clinical,3,50-75,Brazil,GEN,Gentamicin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Guerra et al. 2007,SXT,,13,27,0.4815,-0.074107972,0.385164443,0.148351648,0.037037037,Clinical,Clinical,3,50-75,Brazil,SXT,Sulfamethoxazole-Trimethoprim (SXT),Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Guerra et al. 2007,tetracycline,,14,27,0.5185,7.41E-02,0.385164443,0.148351648,0.037037037,Clinical,Clinical,3,50-75,Brazil,TET,Tetracycline,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Palú et al. 2005,3rd gen,,2,28,0.0714,-2.564949357,0.733799386,0.538461538,0.035714286,Clinical,Clinical,3,50-75,Brazil,3rd CEF,Cefotaxime,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Palú et al. 2005,Chloramphenicol,2005,1,28,0.0357,-3.295836866,1.018350154,1.037037037,0.035714286,Clinical,Clinical,3,50-75,Brazil,CHL,Chloramphenicol,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Palú et al. 2005,SXT,,7,28,0.25,-1.098612289,0.43643578,0.19047619,0.035714286,Clinical,Clinical,3,50-75,Brazil,SXT,Sulfamethoxazole-Trimethoprim (SXT),Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Palú et al. 2005,tetracycline,,7,28,0.25,-1.098612289,0.43643578,0.19047619,0.035714286,Clinical,Clinical,3,50-75,Brazil,TET,Tetracycline,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Roges et al.,3rd gen,2020,6,30,0.2,-1.386294361,0.456435465,0.208333333,0.033333333,Clinical,Clinical,3,50-75,Brazil,3rd CEF,Ceftriaxone,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Evangelista-Barreto et al.,3rd gen,2006,4,59,0.0678,-2.621038824,0.517862741,0.268181818,0.016949153,Seafood,Agriculture,3,50-75,Brazil,3rd CEF,Ceftriaxone,Blank,Blank,Blank,Shellfish,Wild,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Evangelista-Barreto et al.,SXT,2006,27,59,0.4576,-0.169899037,0.261317885,0.068287037,0.016949153,Seafood,Agriculture,3,50-75,Brazil,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Shellfish,Wild,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Evangelista-Barreto et al.,tetracycline,2006,7,59,0.1186,-2.00533357,0.402601431,0.162087912,0.016949153,Seafood,Agriculture,3,50-75,Brazil,TET,Tetracycline,Blank,Blank,Blank,Shellfish,Wild,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Roges et al. 2020,carbapenem,,2,30,0.0667,-2.63905733,0.731925055,0.535714286,0.033333333,Clinical,Clinical,3,50-75,Brazil,CARB,Imipenem,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Roges et al. 2020,Chloramphenicol,2020,0,30,0.0161,-4.110873864,1.425758354,2.032786885,0.033333333,Clinical,Clinical,3,50-75,Brazil,CHL,Chloramphenicol,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Roges et al. 2020,Ciprofloxacin,2020,2,30,0.0667,-2.63905733,0.731925055,0.535714286,0.033333333,Clinical,Clinical,3,50-75,Brazil,CIP,Ciprofloxacin,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Roges et al. 2020,Gentamicin,,3,30,0.1,-2.197224577,0.608580619,0.37037037,0.033333333,Clinical,Clinical,3,50-75,Brazil,GEN,Gentamicin,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Roges et al. 2020,SXT,,3,30,0.1,-2.197224577,0.608580619,0.37037037,0.033333333,Clinical,Clinical,3,50-75,Brazil,SXT,Sulfamethoxazole-Trimethoprim (SXT),Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Roges et al. 2020,tetracycline,,4,30,0.1333,-1.871802177,0.537086156,0.288461538,0.033333333,Clinical,Clinical,3,50-75,Brazil,TET,Tetracycline,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Castelo-Branco et al. 2015,carbapenem,,1,23,0.0435,-3.091042453,1.022474716,1.045454545,0.043478261,Clinical,Clinical,3,50-75,Brazil,CARB,Imipenem,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Castelo-Branco et al. 2015,Ciprofloxacin,2015,1,23,0.0435,-3.091042453,1.022474716,1.045454545,0.043478261,Clinical,Clinical,3,50-75,Brazil,CIP,Ciprofloxacin,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Castelo-Branco et al. 2015,Gentamicin,,0,23,0.0208,-3.850147602,1.429179202,2.042553191,0.043478261,Clinical,Clinical,3,50-75,Brazil,GEN,Gentamicin,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Castelo-Branco et al. 2015,SXT,,1,23,0.0435,-3.091042453,1.022474716,1.045454545,0.043478261,Clinical,Clinical,3,50-75,Brazil,SXT,Sulfamethoxazole-Trimethoprim (SXT),Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Barcellos et al.,Chloramphenicol,2008,1,16,0.0625,-2.708050201,1.032795559,1.066666667,0.0625,Seafood,Agriculture,3,50-75,Brazil,CHL,Chloramphenicol,Blank,Blank,Blank,Fish ,Farmed,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Barcellos et al.,Erythromycin,2008,8,16,0.5,0,0.5,0.25,0.0625,Seafood,Agriculture,3,50-75,Brazil,ERY,Erythromycin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Barcellos et al.,Gentamicin,2008,0,16,0.0294,-3.496507561,1.435481125,2.060606061,0.0625,Seafood,Agriculture,3,50-75,Brazil,GEN,Gentamicin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Barcellos et al.,tetracycline,2008,0,16,0.0294,-3.496507561,1.435481125,2.060606061,0.0625,Seafood,Agriculture,3,50-75,Brazil,TET,Tetracycline,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
"Evangelista-Barreto et al., 2006",Chloramphenicol,2006,0,59,0.0083,-4.779123493,1.420143205,2.016806723,0.016949153,Seafood,Agriculture,3,50-75,Brazil,CHL,Chloramphenicol,Blank,Blank,Blank,Shellfish,Wild,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
"Evangelista-Barreto et al., 2006",Ciprofloxacin,2006,0,59,0.0083,-4.779123493,1.420143205,2.016806723,0.016949153,Seafood,Agriculture,3,50-75,Brazil,CIP,Ciprofloxacin,Blank,Blank,Blank,Shellfish,Wild,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
"Domingos et al., 2011",Ciprofloxacin,2011,0,22,0.0217,-3.80666249,1.429840706,2.044444444,0.045454545,Seafood,Agriculture,3,50-75,Brazil,CIP,Ciprofloxacin,Blank,Blank,Blank,Fish,Wild,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Picão et al,3rd gen,2013,12,26,0.4615,-0.15415068,0.393397896,0.154761905,0.038461538,Wastewater,Environment,3,50-75,Brazil,3rd CEF,Cefotaxime,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Picão et al,carbapenem,2013,4,26,0.1538,-1.704748092,0.543557307,0.295454545,0.038461538,Wastewater,Environment,3,50-75,Brazil,CARB,Imipenem,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Picão et al,Ciprofloxacin,2013,8,24,0.3333,-0.693147181,0.433012702,0.1875,0.041666667,Wastewater,Environment,3,50-75,Brazil,CIP,Ciprofloxacin,Blank,Untreated,Untreated,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Picão et al,Gentamicin,2013,2,45,0.0444,-3.068052935,0.723364233,0.523255814,0.022222222,Wastewater,Environment,3,50-75,Brazil,GEN,Gentamicin,Blank,Untreated,Pre-treatment,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Picão et al,SXT,2013,11,45,0.2444,-1.128465252,0.346872968,0.120320856,0.022222222,Wastewater,Environment,3,50-75,Brazil,SXT,sulfamethoxazole-Trimethoprim (SXT),Blank,Untreated,Pre-treatment,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Picão et al,tetracycline,2013,4,45,0.0889,-2.327277706,0.523822722,0.274390244,0.022222222,Wastewater,Environment,3,50-75,Brazil,TET,Tetracycline,Blank,Untreated,Pre-treatment,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Picão et al.,3rd gen,2013,19,24,0.7917,1.335001067,0.50262469,0.252631579,0.041666667,Wastewater,Environment,3,50-75,Brazil,3rd CEF,Cefotaxime,Blank,Untreated,Untreated,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Picão et al.,carbapenem,2013,4,24,0.1667,-1.609437912,0.547722558,0.3,0.041666667,Wastewater,Environment,3,50-75,Brazil,CARB,Imipenem,Blank,Untreated,Untreated,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Picão et al.,Ciprofloxacin,2013,4,26,0.1538,-1.704748092,0.543557307,0.295454545,0.038461538,Wastewater,Environment,3,50-75,Brazil,CIP,Ciprofloxacin,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Picão et al.,Gentamicin,2013,11,24,0.4583,-0.167054085,0.409673245,0.167832168,0.041666667,Wastewater,Environment,3,50-75,Brazil,GEN,Gentamicin,Blank,Untreated,Untreated,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Picão et al.,SXT,2013,8,24,0.3333,-0.693147181,0.433012702,0.1875,0.041666667,Wastewater,Environment,3,50-75,Brazil,SXT,sulfamethoxazole-Trimethoprim (SXT),Blank,Untreated,Untreated,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Picão et al.,tetracycline,2013,4,26,0.1538,-1.704748092,0.543557307,0.295454545,0.038461538,Wastewater,Environment,3,50-75,Brazil,TET,Tetracycline,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Picão et al. 2013,3rd gen,2013,21,45,0.4667,-0.133531393,0.298807152,8.93E-02,0.022222222,Wastewater,Environment,3,50-75,Brazil,3rd CEF,Cefotaxime,Blank,Untreated,Pre-treatment,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Picão et al. 2013,carbapenem,2013,2,45,0.0444,-3.068052935,0.723364233,0.523255814,0.022222222,Wastewater,Environment,3,50-75,Brazil,CARB,Imipenem,Blank,Untreated,Pre-treatment,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Picão et al. 2013,Ciprofloxacin,2013,4,45,0.0889,-2.327277706,0.523822722,0.274390244,0.022222222,Wastewater,Environment,3,50-75,Brazil,CIP,Ciprofloxacin,Blank,Untreated,Pre-treatment,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Picão et al. 2013,Gentamicin,2013,4,26,0.1538,-1.704748092,0.543557307,0.295454545,0.038461538,Wastewater,Environment,3,50-75,Brazil,GEN,Gentamicin,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Picão et al. 2013,SXT,2013,12,26,0.4615,-0.15415068,0.393397896,0.154761905,0.038461538,Wastewater,Environment,3,50-75,Brazil,SXT,sulfamethoxazole-Trimethoprim (SXT),Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Picão et al. 2013,tetracycline,2013,5,24,0.2083,-1.335001067,0.50262469,0.252631579,0.041666667,Wastewater,Environment,3,50-75,Brazil,TET,Tetracycline,Blank,Untreated,Untreated,Blank,Blank,Blank,Blank,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Kimura et al. 2012,3rd gen,,31,31,0.9844,4.143134726,1.42539329,2.031746032,0.032258065,Clinical,Clinical,4,75-100,Japan,3rd CEF,Cefotaxime,Fluids,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,0.1,0.2,0.5,3.1,75.1,90.3,85.9,95,100,86.5,76.6,41.7,35.2,69.5,77.7,75.3,75.3
Kimura et al. 2012,carbapenem,,1,13,0.0769,-2.48490665,1.040833,1.083333333,0.076923077,Clinical,Clinical,4,75-100,Japan,CARB,Meropenem,Fluids,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,0.1,0.2,0.5,3.1,75.1,90.3,85.9,95,100,86.5,76.6,41.7,35.2,69.5,77.7,75.3,75.3
Kimura et al. 2012,Ciprofloxacin,2012,0,32,0.0152,-4.17438727,1.425050606,2.030769231,0.03125,Clinical,Clinical,4,75-100,Japan,CIP,Ciprofloxacin,Fluids,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,0.1,0.2,0.5,3.1,75.1,90.3,85.9,95,100,86.5,76.6,41.7,35.2,69.5,77.7,75.3,75.3
Kimura et al. 2012,Gentamicin,,1,36,0.0278,-3.555348061,1.014185106,1.028571429,0.027777778,Clinical,Clinical,4,75-100,Japan,GEN,Gentamicin,Fluids,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,0.1,0.2,0.5,3.1,75.1,90.3,85.9,95,100,86.5,76.6,41.7,35.2,69.5,77.7,75.3,75.3
Kimura et al. 2012,SXT,,1,36,0.0278,-3.555348061,1.014185106,1.028571429,0.027777778,Clinical,Clinical,4,75-100,Japan,SXT,Sulfamethoxazole-Trimethoprim (SXT),Fluids,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,0.1,0.2,0.5,3.1,75.1,90.3,85.9,95,100,86.5,76.6,41.7,35.2,69.5,77.7,75.3,75.3
Kitagawa et al. 2019,3rd gen,,2,19,0.1053,-2.140066163,0.747545002,0.558823529,0.052631579,Clinical,Clinical,4,75-100,Japan,3rd CEF,Cefotaxime,Fluids,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,0.1,0.2,0.5,3.1,75.1,90.3,85.9,95,100,86.5,76.6,41.7,35.2,69.5,77.7,75.3,75.3
Kitagawa et al. 2019,carbapenem,,4,19,0.2105,-1.32175584,0.562731434,0.316666667,0.052631579,Clinical,Clinical,4,75-100,Japan,CARB,Imipenem,Fluids,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,0.1,0.2,0.5,3.1,75.1,90.3,85.9,95,100,86.5,76.6,41.7,35.2,69.5,77.7,75.3,75.3
Kitagawa et al. 2019,Ciprofloxacin,2019,1,19,0.0526,-2.890371758,1.027402334,1.055555556,0.052631579,Clinical,Clinical,4,75-100,Japan,CIP,Ciprofloxacin,Fluids,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,0.1,0.2,0.5,3.1,75.1,90.3,85.9,95,100,86.5,76.6,41.7,35.2,69.5,77.7,75.3,75.3
Carnevia et al.,Chloramphenicol,2013,2,33,0.0606,-2.740840024,0.729560186,0.532258065,0.03030303,Seafood,Agriculture,4,75-100,Uruguay,CHL,Chloramphenicol,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1.8,1.8,1,3.7,49.1,67.7,67.7,70.8,62.3,48.9,25,21,6.5,55.5,36.4,2.1,2.1
Carnevia et al.,SXT,2013,7,33,0.2121,-1.312186389,0.425815314,0.181318681,0.03030303,Seafood,Agriculture,4,75-100,Uruguay,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1.8,1.8,1,3.7,49.1,67.7,67.7,70.8,62.3,48.9,25,21,6.5,55.5,36.4,2.1,2.1
Carnevia et al.,tetracycline,2013,18,33,0.5455,0.182321557,0.349602949,0.122222222,0.03030303,Seafood,Agriculture,4,75-100,Uruguay,TET,Tetracycline,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1.8,1.8,1,3.7,49.1,67.7,67.7,70.8,62.3,48.9,25,21,6.5,55.5,36.4,2.1,2.1
Perretta et al.,Erythromycin,2018,37,38,0.9737,3.610917913,1.013423419,1.027027027,0.026315789,Seafood,Agriculture,4,75-100,Uruguay,ERY,Erythromycin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1.8,1.8,1,3.7,49.1,67.7,67.7,70.8,62.3,48.9,25,21,6.5,55.5,36.4,2.1,2.1
Perretta et al.,SXT,2018,2,38,0.0526,-2.890371758,0.726483157,0.527777778,0.026315789,Seafood,Agriculture,4,75-100,Uruguay,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1.8,1.8,1,3.7,49.1,67.7,67.7,70.8,62.3,48.9,25,21,6.5,55.5,36.4,2.1,2.1
"Rahman et al., 2009",Chloramphenicol,2009,2,41,0.0488,-2.970414466,0.725011052,0.525641026,0.024390244,Seafood,Agriculture,2,0-50,Bangladesh,CHL,Chloramphenicol,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1.1,0.5,2.2,4.5,29,22.4,20.2,27.3,23.2,5,46.8,22.8,19.6,35.6,15.3,0,0
Sarder et al.,Chloramphenicol,2015,2,15,0.1333,-1.871802177,0.759554525,0.576923077,0.066666667,Seafood,Agriculture,2,0-50,Bangladesh,CHL,Chloramphenicol,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,1.1,0.5,2.2,4.5,29,22.4,20.2,27.3,23.2,5,46.8,22.8,19.6,35.6,15.3,0,0
Sarder et al.,Erythromycin,2015,10,15,0.6667,0.693147181,0.547722558,0.3,0.066666667,Seafood,Agriculture,2,0-50,Bangladesh,ERY,Erythromycin,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,1.1,0.5,2.2,4.5,29,22.4,20.2,27.3,23.2,5,46.8,22.8,19.6,35.6,15.3,0,0
Sarder et al.,Gentamicin,2015,0,15,0.0313,-3.433987204,1.436842416,2.064516129,0.066666667,Seafood,Agriculture,2,0-50,Bangladesh,GEN,Gentamicin,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,1.1,0.5,2.2,4.5,29,22.4,20.2,27.3,23.2,5,46.8,22.8,19.6,35.6,15.3,0,0
Sarder et al.,tetracycline,2015,6,15,0.4,-0.405465108,0.527046277,0.277777778,0.066666667,Seafood,Agriculture,2,0-50,Bangladesh,TET,Tetracycline,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,1.1,0.5,2.2,4.5,29,22.4,20.2,27.3,23.2,5,46.8,22.8,19.6,35.6,15.3,0,0
"Sarder et al., 2015",Ciprofloxacin,2015,1,15,0.0667,-2.63905733,1.035098339,1.071428571,0.066666667,Seafood,Agriculture,2,0-50,Bangladesh,CIP,Ciprofloxacin,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,1.1,0.5,2.2,4.5,29,22.4,20.2,27.3,23.2,5,46.8,22.8,19.6,35.6,15.3,0,0
Rahman et al,Erythromycin,2009,27,41,0.6585,0.656779536,0.329341173,0.108465608,0.024390244,Seafood,Agriculture,2,0-50,Bangladesh,ERY,Erythromycin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1.1,0.5,2.2,4.5,29,22.4,20.2,27.3,23.2,5,46.8,22.8,19.6,35.6,15.3,0,0
Rahman et al.,Chloramphenicol,2009,8,43,0.186,-1.47590652,0.391881906,0.153571429,0.023255814,Wastewater,Environment,2,0-50,Bangladesh,CHL,Chloramphenicol,Blank,Untreated,Untreated,Blank,Blank,Blank,Blank,Blank,Blank,1.1,0.5,2.2,4.5,29,22.4,20.2,27.3,23.2,5,46.8,22.8,19.6,35.6,15.3,0,0
Rahman et al.,Erythromycin,2009,40,43,0.9302,2.590267165,0.5986095,0.358333333,0.023255814,Wastewater,Environment,2,0-50,Bangladesh,ERY,Erythromycin,Blank,Untreated,Untreated,Blank,Blank,Blank,Blank,Blank,Blank,1.1,0.5,2.2,4.5,29,22.4,20.2,27.3,23.2,5,46.8,22.8,19.6,35.6,15.3,0,0
