Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA_checklist,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),Experiment,experimental_factor,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),host-associated_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_Name,Sequencing_method,SRA_accession,SRA Study,Title,host_body_product,host_body_site,host_common_name
ERR2129852,SAW-G12,AMPLICON,496,24220783,PRJEB22688,SAMEA104307825,13642592,SWANSEA UNIVERSITY,2016,public,"sra,fastq","gs,s3,ncbi,ena","s3.us-east-1,ncbi.public,ena,gs.US",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187026,Towy population (wild),United Kingdom,Europe,United Kingdom,51.86,-4.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,SAW-G12,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307825,ERS1932803,Illumina,ERS1932803,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129854,SAW-G1,AMPLICON,444,67910445,PRJEB22688,SAMEA104307826,34108561,SWANSEA UNIVERSITY,2016,public,"fastq,sra","gs,ena,ncbi,s3","gs.US,ena,s3.us-east-1,ncbi.public",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187027,Towy population (wild),United Kingdom,Europe,United Kingdom,51.86,-4.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,SAW-G1,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307826,ERS1932804,Illumina,ERS1932804,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129855,SAW-G2,AMPLICON,468,96578759,PRJEB22688,SAMEA104307827,53867441,SWANSEA UNIVERSITY,2016,public,"sra,fastq","ena,s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US,ena",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187028,Towy population (wild),United Kingdom,Europe,United Kingdom,51.86,-4.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,SAW-G2,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307827,ERS1932805,Illumina,ERS1932805,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129857,SAW-G3,AMPLICON,466,53615363,PRJEB22688,SAMEA104307828,28272291,SWANSEA UNIVERSITY,2016,public,"sra,fastq","gs,ncbi,s3,ena","ena,ncbi.public,gs.US,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187029,Towy population (wild),United Kingdom,Europe,United Kingdom,51.86,-4.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,SAW-G3,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307828,ERS1932806,Illumina,ERS1932806,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129860,SAW-G5,AMPLICON,500,67431232,PRJEB22688,SAMEA104307830,38913441,SWANSEA UNIVERSITY,2016,public,"sra,fastq","gs,s3,ncbi,ena","ena,s3.us-east-1,ncbi.public,gs.US",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187031,Towy population (wild),United Kingdom,Europe,United Kingdom,51.86,-4.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,SAW-G5,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307830,ERS1932808,Illumina,ERS1932808,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129861,SAW-G6,AMPLICON,427,1413226,PRJEB22688,SAMEA104307831,726118,SWANSEA UNIVERSITY,2016,public,"fastq,sra","gs,ncbi,ena,s3","s3.us-east-1,ncbi.public,gs.US,ena",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187032,Towy population (wild),United Kingdom,Europe,United Kingdom,51.86,-4.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,SAW-G6,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307831,ERS1932809,Illumina,ERS1932809,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129863,SAW-G7,AMPLICON,519,157770396,PRJEB22688,SAMEA104307832,86833263,SWANSEA UNIVERSITY,2016,public,"sra,fastq","ena,s3,ncbi,gs","ena,gs.US,s3.us-east-1,ncbi.public",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187033,Towy population (wild),United Kingdom,Europe,United Kingdom,51.86,-4.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,SAW-G7,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307832,ERS1932810,Illumina,ERS1932810,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129725,CON-S11,AMPLICON,446,57134087,PRJEB22688,SAMEA104307740,30218124,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,s3,ncbi","s3.us-east-1,gs.US,ena,ncbi.public",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish skin,ERX2186941,CNSS population (hatchery),France,Europe,France,45.07,3.54,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:04Z,public,Illumina MiSeq,metagenome,CON-S11,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307740,ERS1932718,Illumina,ERS1932718,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129761,CYN-S11,AMPLICON,566,220645591,PRJEB22688,SAMEA104307764,116767790,SWANSEA UNIVERSITY,2016,public,"sra,fastq","ena,gs,s3,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish skin,ERX2186965,Cynrig population (hatchery),United Kingdom,Europe,United Kingdom,51.93,-3.36,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,CYN-S11,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307764,ERS1932742,Illumina,ERS1932742,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129821,MHV-G3,AMPLICON,424,122906234,PRJEB22688,SAMEA104307804,60335568,SWANSEA UNIVERSITY,2016,public,"sra,fastq","ena,s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1,ena",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish intestine,ERX2187005,MHS population (hatchery),United Kingdom,Europe,United Kingdom,56.87,-5.68,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,MHV-G3,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307804,ERS1932782,Illumina,ERS1932782,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129878,SAW-S5,AMPLICON,434,316687697,PRJEB22688,SAMEA104307842,167634305,SWANSEA UNIVERSITY,2016,public,"fastq,sra","gs,s3,ena,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187043,Towy population (wild),United Kingdom,Europe,United Kingdom,51.86,-4.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SAW-S5,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307842,ERS1932820,Illumina,ERS1932820,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
